3716.9465332031  0.9349983
3717.04653266573  1.286725
3717.14653212835  2.042637
3717.24653159098  1.291849
3717.3465310536  0.03975891
3717.44653051623  1.037712
3717.54652997886  2.013452
3717.64652944148  0.8385086
3717.74652890411  0.9393424
3717.84652836673  1.634223
3717.94652782936  1.303493
3718.04652729198  0.8537784
3718.1465267546  0.9979083
3718.24652621723  1.755158
3718.34652567986  1.264726
3718.44652514248  1.043105
3718.54652460511  0.952692
3718.64652406773  1.230733
3718.74652353036  0.6997513
3718.84652299298  0.5428275
3718.94652245561  0.672757
3719.04652191823  0.8232812
3719.14652138086  1.036024
3719.24652084348  0.9060785
3719.34652030611  0.5057605
3719.44651976873  0.8544341
3719.54651923136  0.7267051
3719.64651869398  0.5215675
3719.74651815661  0.5372646
3719.84651761923  0.868684
3719.94651708186  0.7100253
3720.04651654448  0.7929002
3720.14651600711  0.9770777
3720.24651546973  0.8384519
3720.34651493236  0.7742155
3720.44651439498  0.7088953
3720.54651385761  0.1956253
3720.64651332023  0.6874723
3720.74651278286  1.129455
3720.84651224548  1.107972
3720.94651170811  0.7689283
3721.04651117073  0.9211692
3721.14651063336  0.8985415
3721.24651009598  0.9434853
3721.34650955861  0.7670399
3721.44650902123  0.3387191
3721.54650848386  0.5451906
3721.64650794648  0.6983519
3721.74650740911  0.8699551
3721.84650687173  1.102794
3721.94650633436  1.188402
3722.04650579698  0.6969735
3722.14650525961  1.126267
3722.24650472223  1.272031
3722.34650418486  0.7586284
3722.44650364748  0.6383643
3722.54650311011  0.7997197
3722.64650257273  0.9486748
3722.74650203536  1.031661
3722.84650149798  0.6841868
3722.94650096061  0.924108
3723.04650042323  0.7696288
3723.14649988586  0.5935175
3723.24649934848  1.058626
3723.34649881111  1.380965
3723.44649827374  1.177972
3723.54649773636  0.7833731
3723.64649719898  0.497125
3723.74649666161  0.5983201
3723.84649612423  0.8220196
3723.94649558686  1.026839
3724.04649504949  0.6385587
3724.14649451211  0.8073528
3724.24649397474  0.874504
3724.34649343736  0.7259194
3724.44649289999  1.006754
3724.54649236261  1.033618
3724.64649182524  1.017475
3724.74649128786  1.080181
3724.84649075049  0.9480579
3724.94649021311  1.357758
3725.04648967574  1.117349
3725.14648913836  0.8034351
3725.24648860099  0.8345034
3725.34648806361  1.035511
3725.44648752624  1.147742
3725.54648698886  0.9849176
3725.64648645149  0.8049533
3725.74648591411  0.7850731
3725.84648537674  0.8080299
3725.94648483936  0.9821008
3726.04648430199  0.9398745
