source_id,ra,dec,parallax,pmra,phot_g_mean_mag
4657024556541018752,85.36141977454854,-71.28299180554498,0.008593272361700148,2.0295164411530298,14.7283325
4657024728339604864,85.1699157104459,-71.2806821570705,0.017480610774477066,2.0409767022361227,14.926802
4656996209745008512,87.14891947620347,-70.43481838754597,-0.0024130021731045073,1.8615958144864442,13.933645
4657025136323999744,85.28087761907189,-71.22943964297396,-0.015542711705077518,1.9452992415649997,14.957284
4656996518982680448,87.22153328060944,-70.39640694731843,0.015481131985090005,1.8440432372915,14.235304
4657025449893804544,85.19205664884808,-71.1996476704993,-0.012443396038156303,1.977579882267274,13.658686
4656996656421561344,87.1251363851595,-70.39560812012483,-0.005590733940172461,2.019755314522696,14.228982
4657102553161539840,83.87765166559211,-70.7781972990646,-0.01432995725238527,2.1260842771509427,14.986966
4657052319214146944,85.98378739785575,-70.93053537503596,-0.014378727020593705,2.0289622444982025,14.994711
4657075889999450624,84.33999385200109,-71.12794070147406,0.01749874886278309,2.111038979055498,14.365861
4657026201478437376,85.11402259159864,-71.27155080434368,-0.020374973471001354,2.088779483722561,14.473825
4657076267956742400,84.67562660520684,-71.1462767973151,4.289371857029451E-4,2.126313916868515,14.671095
4657052937689347584,85.94301622262842,-70.8791202110338,-0.023528032219687217,2.073585119182214,14.427545
4656997446695761920,87.46211969406698,-70.3919087380696,-0.015705883510466787,1.8995880393556888,14.029564
4657076542834566784,84.54396941771431,-71.1106797331071,-0.051131647157185905,1.9510288380594925,14.962478
4657103377795134080,83.8172383894441,-70.70791716296615,-0.02317432923524178,2.1418558916627948,14.947681
4657076680273573760,84.64873286054907,-71.11439077186121,0.012904087671880832,1.8331586583094472,14.391474
4657026751234225536,84.89525164062817,-71.27215493744156,-0.003321116063513036,1.9418152941673024,14.891202
4656997962091679360,87.28743735288027,-70.3113169521984,-0.006466472053282804,1.8712415552750845,14.486109
4657026927362654592,84.71865713013881,-71.277717822368,-0.6939208309109293,-1.8224856648809848,13.551711
4656997996451407616,87.21018450336605,-70.37640382285268,0.017750747446290252,1.7176395467414924,14.995082
4657076950954117888,84.56869009657183,-71.09294604105534,0.017273670164202337,2.0312441716051852,14.698548
4657076989511151360,84.55173974422885,-71.07897800546299,-0.021847617302525484,2.098112351100227,14.361194
4657027099161337728,84.73854239639539,-71.2393158476652,0.019973109667614206,1.9679957217210189,14.754496
4657053796682612992,85.73504595839862,-70.87184570872667,-0.012998994669559609,2.0079035583643616,14.791872
4657103996270302848,83.68267801220524,-70.6986973460602,-0.049136348501077586,1.9442354644235507,14.785153
4657104168069038336,83.72860419094945,-70.70237200413476,-0.007594572177445153,2.18308194478586,14.677496
4656998718005871488,87.22779598185464,-70.30030406171826,-0.014102809434349092,1.9359254919492488,14.30303
4657104374227395328,83.67061033714215,-70.68356573961582,-0.008434745110245494,2.16758539312717,14.89689
4657104511666333312,83.67302093763729,-70.66455435938177,-0.019923141692218864,2.1713701300679777,14.755166
4657104580385766272,83.62677965053925,-70.65916507807034,-0.033456417012361496,1.8515579928017114,14.998299
4657027992514641024,85.00516093238713,-71.23219005712109,-0.02689669394820115,2.0263972238992864,14.7939825
4657028129953361152,85.03937242186697,-71.20747938704118,-0.001235449466066919,2.274516392173406,13.102092
4657028198672816512,84.98916024582734,-71.19311012135904,-0.1812838195392762,1.9616843734001645,14.110493
4657028233032872320,85.15090651922378,-71.22786036850285,0.001446151815947063,2.1009683948577837,14.35936
4657104889623351168,83.45707119741557,-70.75024061330546,-0.027242161250248087,2.073469692981596,13.524076
4657028542270213760,85.0350121367601,-71.18400817428737,0.0032985598179232703,2.058107157839766,14.066461
4657105439379166080,83.5048167401823,-70.71224622704347,0.017646598837065736,2.2245385619145543,12.344365
4657000023675710464,86.88995739149749,-70.34492330249834,-0.011557815293163777,1.9650225716861454,14.58858
4657029366903878528,84.91177904921777,-71.15237048712096,0.002236559652401682,1.997731507545077,13.017871
4657079841368974976,83.90134380490115,-71.06034001676836,-0.03373649951011507,2.0551347386185164,13.7410965
4657079841368986624,83.91466556331225,-71.06359418026558,-0.003989557044465408,2.098850106042301,14.218132
4657056064425259008,85.7074726811338,-70.76813515165821,0.007539321628598092,1.6948724580710903,14.831891
4657080081887305984,84.0841390640818,-71.04380010407031,-0.005178575941875964,2.1255117140691313,14.099074
4657106435811371520,83.32160520623142,-70.6834751244976,-0.03675857256032309,2.0259339736714814,14.758039
4657080288045564032,83.92056749585018,-71.03118009150677,0.014447938266616025,2.076956099059701,14.282518
