source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag
5289340980526720384,116.35176049526342,-61.719111937502895,0.417649581516969,0.2073728702258542,0.8273489103440593,13.989971
5289341014886459648,116.39188774901247,-61.7226925212486,0.8045338348215871,-10.189252843324914,21.043489948064042,14.360277
5289341049246198656,116.40205580829401,-61.713373164073296,0.6341617380210239,-1.5744930412145477,1.8187203531153624,13.545729
5289341117965675776,116.39868718031433,-61.691064994692304,1.7019591185038725,-10.971448755363381,9.46397077906611,14.851697
5289341152325411072,116.3120306605786,-61.72459902655399,0.9234056416310337,4.1079298027470195,-2.3985671862128717,14.303806
5289341186685881984,116.34579927161172,-61.71180696900938,8.992553133634425,-15.662262621407097,10.588304776138116,10.612934
5289341255404468224,116.33230337214808,-61.69872606889685,0.8233068955242515,-2.2783105623736377,4.236717706711786,14.495167
5289341324123949824,116.39352609004078,-61.67773752400735,0.5282103415229715,-2.995766185750954,3.468496859290117,14.606771
5289341805160256896,115.96731289486522,-61.7986866727984,1.608708619371851,-2.373343030052003,14.90049472892706,14.571837
5289341839519996032,116.00156381412528,-61.80086779801404,1.5829412300695471,-6.040788253276242,-1.7378898019208413,14.240173
5289341908239474688,115.98946238301072,-61.774776364964,9.009328158309854,38.31704239000841,12.02200506736851,10.236507
5289342148757652608,116.1541455381814,-61.757483565432274,0.1302621857820675,-0.9784239742219121,3.222558494535634,13.748323
5289342870312145792,115.89462885935475,-61.76280787544305,0.6008116890336297,-5.698520677803929,8.348141428919938,14.937016
5289342904671885824,115.92259155584046,-61.74658513860106,0.5970036313277245,-4.32827874325243,6.077578069665478,14.730822
5289342904671886208,115.93014209766186,-61.749962586796045,0.650968654023898,-5.453762662650803,13.811895362265508,14.880175
5289342904671886336,115.92443121356544,-61.74607895006899,0.6228760613604747,-4.841486965144667,6.614825661925099,13.210639
5289343007751105024,115.95283349335745,-61.72702907794732,0.5592764789179677,-1.913239319046904,3.7631751482378935,13.987649
5289343042110845568,115.97732848170217,-61.717610314653044,0.4842269621040725,-6.566279962227425,7.366324168745078,13.825746
5289343832384839040,116.20722901223827,-61.708378412389024,0.5778664784044276,-4.0703605709072175,9.901248187883212,14.901374
5289343935464053888,116.20220291995315,-61.70528010071154,0.5378645843231011,-0.22289310984264743,6.541107585876291,13.570559
5289344072903011072,116.24264113561685,-61.68601918141337,0.26704611938564143,-0.7757657676498458,3.190060936488485,13.591864
5289344416500402816,116.35621455420146,-61.6538176025331,0.4396799656102239,-2.6182819848013157,4.466123648700308,14.70108
5289344897536731776,116.20958484409235,-61.6655695436748,1.1615468843314904,-9.261317391585202,16.155446302511688,12.556209
5289345206774376448,116.15886784633489,-61.6363602689818,0.5967301463827315,-5.462502061144319,7.6476921236037505,13.888516
5289345550371924096,116.23287857481033,-61.6229074253058,-0.0011775585543644662,-9.616017500921975,16.152909972211706,14.261384
5289345859609609728,116.49953409920143,-61.72631695146018,0.3092572648306454,-4.614845469012268,5.0362004879475215,14.169902
5289345928329086336,116.48747773980428,-61.72317636180208,0.5049772202721793,2.388767682032726,6.058765223254387,12.731955
5289345962688825472,116.52908160170226,-61.71951710798143,2.650853953749898,-11.75096150854471,-6.990723929441372,12.248283
5289345997048563968,116.55607086333468,-61.71165704598025,0.6558660323910694,-3.2876111666249095,3.511125411613237,13.997085
5289346478084865792,116.60711222492769,-61.6661998422932,1.0096756706918055,-6.438788454078324,18.025159884853952,13.331555
5289346752962772224,116.56185140831981,-61.651796070847865,0.6943749398600193,-10.64479764253695,14.447248966370966,13.674632
5289347062200416000,116.49649988890351,-61.67445456130262,2.3055818545775493,-14.586094234878878,23.405255579794005,10.153859
5289347233998952448,116.44729964144946,-61.65576817617404,0.6663402387762932,-0.6804830325344702,5.179519418014844,13.217416
5289347405797646080,116.46421438945806,-61.638066070317656,0.4028717732168081,-2.4430998096617396,2.925142768803144,13.11695
5289347955553470336,116.56106403770667,-61.58059959654387,3.382396713392536,1.794835159119442,14.712391139423934,14.137506
5289348191775032576,116.74698640615038,-61.61576490280863,0.9136675742916172,-2.8310520745059984,8.856983014297777,10.800367
5289348196072513024,116.74845103421424,-61.618137622772565,1.6831543377926215,-4.593514637448549,11.38821670821578,14.583516
5289348299151001216,116.66637018651875,-61.61941532521712,0.08970332463806877,0.0957597515275398,1.4731577176666732,13.55747
5289348539669173760,116.73838282416922,-61.56929329036078,2.9017106600152105,-7.637202908436776,31.294501770807262,14.4974375
5289348917626159232,116.76280706544107,-61.555996566655175,2.47412294862142,-3.7391589621321337,11.785714931829656,13.625604
5289349158144319616,116.66711695849757,-61.5903977839931,0.25291992297636107,0.5795136887507436,1.4674225113450863,14.876677
5289349570461185664,116.70588718583092,-61.5422290844359,0.6184170409347337,-4.269590122245215,8.862758260281897,14.808966
5289349673540402304,116.7390661428672,-61.55077718905579,0.4795453078805014,-1.0662889245293674,5.510755822062182,14.1391325
5289349776619621248,116.76371280295737,-61.52250140219848,0.1959122174176672,-1.2740120012487433,9.356199792871502,14.2479315
5289350463814362496,116.4457469331459,-61.60494942707074,3.444265579705231,-22.0963974388505,14.248880301716843,14.411856
5289350532533835392,116.38484069702359,-61.61797398344572,2.1372610831057983,-0.7138841964147303,-2.0683011123411674,11.630673
5289351288448097664,116.54761665892438,-61.522042462050806,0.16967246986466175,0.9932173250802383,4.9964485354324655,14.490328
5289351494606515072,116.4335493617516,-61.57147486657007,,,,14.772422
5289351494607323392,116.43367600617736,-61.571432077124776,,,,14.754226
