2456513.3754745373  19.004  0.017
2456513.3763194443  18.919  0.016
2456513.3771643518  18.917  0.015
2456513.3779745372  18.903  0.016
2456513.3788078702  18.927  0.016
2456513.3796527777  18.899  0.016
2456513.3804861112  18.856  0.015
2456513.3813310186  18.845  0.015
2456513.3821412036  18.871  0.015
2456513.3829861111  18.849  0.015
2456513.3837847221  18.858  0.015
2456513.3846296296  18.841  0.015
2456513.3854745370  18.805  0.014
2456513.3863194445  18.833  0.014
2456513.3871643520  18.837  0.015
2456513.3879976850  19.470  0.026
2456513.3888425925  18.889  0.015
2456513.3896875000  19.095  0.018
2456513.3905324074  18.918  0.016
2456513.3913657409  19.334  0.024
2456513.3922106479  18.941  0.016
2456513.3930555554  18.833  0.015
2456513.3939004629  18.797  0.014
2456513.3947453704  18.787  0.014
2456513.3955902779  18.760  0.014
2456513.3964351853  18.704  0.014
2456513.3972685183  18.681  0.013
2456513.3980787038  18.634  0.012
2456513.3989120373  18.540  0.011
2456513.3997569443  18.322  0.010
2456513.4006018518  18.130  0.009
2456513.4014467592  18.042  0.008
2456513.4022453702  18.060  0.008
2456513.4030902777  19.643  0.034
2456513.4039236112  18.478  0.012
2456513.4047685186  18.369  0.010
2456513.4055787036  18.073  0.008
2456513.4064236111  17.996  0.007
2456513.4072685186  17.975  0.007
2456513.4081018521  17.982  0.007
2456513.4089467591  17.996  0.007
2456513.4097800925  17.968  0.007
2456513.4106250000  17.967  0.007
2456513.4114699075  17.957  0.007
2456513.4123032410  17.948  0.007
2456513.4131481480  17.941  0.007
2456513.4139930555  17.943  0.007
2456513.4148379629  17.927  0.007
2456513.4156712964  17.937  0.007
2456513.4165162039  17.933  0.007
2456513.4173495369  17.925  0.007
2456513.4181944444  17.931  0.006
2456513.4190393519  17.938  0.007
2456513.4198842593  17.939  0.007
2456513.4207291668  17.937  0.007
2456513.4215740738  17.955  0.007
2456513.4224189813  17.930  0.007
2456513.4232638888  17.932  0.007
2456513.4240972223  17.920  0.007
2456513.4249421298  17.914  0.007
2456513.4257870372  17.903  0.007
2456513.4266203702  17.894  0.007
2456513.4274652777  17.902  0.007
2456513.4283101852  17.914  0.006
2456513.4291435187  17.889  0.007
2456513.4299884262  17.897  0.006
2456513.4308333332  17.899  0.007
2456513.4316782407  17.904  0.007
2456513.4325231481  17.885  0.007
2456513.4333564816  17.885  0.006
2456513.4342129631  17.868  0.006
2456513.4350462961  17.868  0.006
2456513.4358449075  17.877  0.007
2456513.4366898150  17.850  0.006
2456513.4375347220  17.857  0.006
2456513.4383796295  17.865  0.006
2456513.4392129630  17.862  0.006
2456513.4400578705  17.862  0.006
2456513.4408912039  17.854  0.006
2456513.4417361110  17.851  0.006
2456513.4425810184  17.854  0.006
2456513.4434259259  17.856  0.006
2456513.4442708334  17.866  0.006
2456513.4451041669  18.075  0.008
2456513.4459490739  18.533  0.011
2456513.4467939814  17.940  0.007
2456513.4476388888  18.347  0.009
2456513.4484837963  18.448  0.010
2456513.4493287038  17.927  0.007
2456513.4501736113  18.999  0.016
2456513.4510185183  18.882  0.015
2456513.4518518518  19.885  0.036
2456513.4526851852  19.105  0.018
2456513.4535300927  18.780  0.013
2456513.4543750002  19.863  0.037
2456513.4551967592  19.079  0.018
2456513.4560069446  18.818  0.014
2456513.4568402776  19.241  0.023
2456513.4576851851  19.186  0.020
2456513.4584953706  18.757  0.014
2456513.4593402776  18.599  0.012
2456513.4601851851  18.363  0.010
2456513.4610185185  18.246  0.009
2456513.4618634260  18.144  0.008
2456513.4627083335  18.128  0.008
2456513.4635532405  18.220  0.009
2456513.4643865740  18.214  0.008
2456513.4652083335  18.489  0.011
2456513.4660416665  19.430  0.025
2456513.4668865739  17.915  0.007
2456513.4677199074  17.879  0.006
2456513.4685532409  17.950  0.007
2456513.4693865739  18.169  0.008
2456513.4702430554  18.782  0.014
2456513.4710763888  18.457  0.010
2456513.4719097223  18.646  0.012
2456513.4727546298  18.497  0.011
2456513.4735879628  18.866  0.015
2456513.4744212963  18.955  0.016
2456513.4752430557  19.120  0.019
