source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag
5289348917626159232,116.76280706544107,-61.555996566655175,2.47412294862142,-3.7391589621321337,11.785714931829656,13.625604
5289374962307987072,117.19165598427143,-61.41598168539954,2.567736888864938,-4.045614809058091,11.532420754894812,13.021146
5289378084745767936,116.75531451219531,-61.362991004772816,2.4248935793527604,-3.777281348498791,11.39360428687613,8.747476
5289064693871144064,117.16623744714425,-62.45484619645617,2.453031366011462,-3.7502267911057148,11.501265667635877,13.562762
5289071394020026368,117.36606384067919,-62.2461447672197,2.358129708185194,-3.8868980356503147,11.21942387499633,14.766583
5289094689922654976,117.89808954898648,-62.09625343061424,2.458292729012389,-3.8874247133308297,11.494248400090868,12.144573
5289111560553947392,117.76186865581771,-61.92342583673049,2.4329642989804614,-4.36785544357619,11.47189886420552,14.840966
5289115408844638336,117.56030839890691,-61.86593602072628,2.454631761086736,-4.018247447781196,11.731856795392165,14.475547
5289122104700035840,117.87962573720512,-61.77667893140572,2.434777685292012,-4.796841112201659,11.483797463740892,11.983277
5289122108993642368,117.87905050526363,-61.77642026075234,2.430904734995128,-4.04715408936029,11.09026997167425,10.933106
5288278955373730944,118.59703318229779,-62.46345010170382,2.339494365023107,-4.435971132942816,10.929686306882921,14.746217
5289152551721531904,116.71681221220979,-61.88696862430621,2.4427108043642147,-3.5966047593039363,11.432588412329265,13.234088
5289174507594418816,117.60122728404951,-61.6228150206111,2.426535088235117,-4.139191724881863,11.609470208760378,14.5115795
5288322592241243264,117.86226566524611,-62.49597279379935,2.2432524034037282,-3.7123369762896727,11.119723045426047,11.406643
5288328811353971584,118.5867348682661,-62.338194964726085,2.443564360339018,-4.223665411381347,11.901696504307544,12.49632
5289193371091812864,117.32579554109051,-61.375909477797904,2.466440905153937,-4.194624037632537,11.062539631990042,11.93372
5288334927387253120,117.90779687361118,-62.42874397045905,2.2683968596536768,-4.640830885711426,10.518066655634847,12.85723
5290728834785867264,118.70911898194072,-60.84460450685126,2.4286617683514926,-4.371667155723558,11.394554833307764,12.833573
5290730106091599104,118.82031734386895,-60.84372768347002,2.422725694434722,-4.728462894094293,11.063086095691546,12.603583
