# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed Apr  6 01:10:36 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 9.60206 1.3280962706 2.5225884914    1.327  1.237  3.6828  3.007    3  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1 -3.11e-12      0.00 6.921e-01 2.926e-01 2.000e-03 1.497e-03 6.706e-03 -1.000 1.530e-02 1.677 3.867 3.020 2.024 1.430 0.959 0.273 -0.279 -0.354
0.0152 0.01508 9.60206 1.3290820122 2.5226960182    1.328  1.282  3.6807  2.954    3  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1 -3.65e-12      0.00 6.921e-01 2.926e-01 1.998e-03 1.499e-03 6.707e-03 -1.000 1.527e-02 1.564 3.794 2.927 1.922 1.323 0.847 0.154 -0.404 -0.481
0.0152 0.01508 9.60206 1.3299570084 2.5227911472    1.329  1.326  3.6787  2.902    3  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1 -4.28e-12      0.00 6.921e-01 2.926e-01 1.997e-03 1.500e-03 6.707e-03 -1.000 1.527e-02 1.455 3.726 2.839 1.824 1.219 0.740 0.038 -0.526 -0.604
0.0152 0.01508 9.60206 1.3307626247 2.5228786469    1.330  1.370  3.6765  2.850    3  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1 -5.02e-12      0.00 6.921e-01 2.926e-01 1.996e-03 1.501e-03 6.707e-03 -1.000 1.527e-02 1.345 3.661 2.752 1.727 1.116 0.631 -0.078 -0.649 -0.728
0.0152 0.01508 9.60206 1.3315031528 2.5229587555    1.330  1.414  3.6743  2.798    3  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -5.88e-12      0.00 6.921e-01 2.926e-01 1.995e-03 1.501e-03 6.708e-03 -1.000 1.527e-02 1.236 3.597 2.666 1.631 1.013 0.524 -0.194 -0.771 -0.852
0.0152 0.01508 9.60206 1.3321580887 2.5230298042    1.331  1.455  3.6722  2.748    3  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -6.82e-12      0.00 6.921e-01 2.926e-01 1.995e-03 1.502e-03 6.708e-03 -1.000 1.527e-02 1.133 3.538 2.585 1.540 0.916 0.423 -0.303 -0.887 -0.969
0.0152 0.01508 9.60206 1.3327759504 2.5230965614    1.332  1.496  3.6700  2.699    3  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -7.93e-12      0.00 6.921e-01 2.926e-01 1.994e-03 1.503e-03 6.708e-03 -1.000 1.527e-02 1.031 3.480 2.505 1.450 0.820 0.322 -0.412 -1.003 -1.086
0.0152 0.01508 9.60206 1.3333528042 2.5231590271    1.332  1.532  3.6681  2.655    3  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -9.05e-12      0.00 6.921e-01 2.926e-01 1.994e-03 1.503e-03 6.708e-03 -1.000 1.527e-02 0.940 3.432 2.436 1.372 0.736 0.233 -0.509 -1.105 -1.189
0.0152 0.01508 9.60206 1.3339496851 2.5232234001    1.333  1.567  3.6662  2.612    3  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-11      0.00 6.921e-01 2.926e-01 1.993e-03 1.504e-03 6.709e-03 -1.000 1.527e-02 0.852 3.385 2.369 1.295 0.654 0.147 -0.602 -1.204 -1.290
0.0152 0.01508 9.60206 1.3344665766 2.5232791901    1.333  1.589  3.6651  2.586    3  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-11      0.00 6.921e-01 2.926e-01 1.992e-03 1.504e-03 6.709e-03 -1.000 1.527e-02 0.798 3.355 2.328 1.249 0.605 0.095 -0.659 -1.264 -1.351
